"sampleSize.1000","sampleSize.2000","sampleSize.3000","sampleSize.4000","sampleSize.5000","sampleSize.6000","sampleSize.7000","sampleSize.8000","sampleSize.9000","sampleSize.10000","sampleSize.11000","sampleSize.12000","sampleSize.13000","sampleSize.14000","sampleSize.15000","sampleSize.16000","sampleSize.17000","sampleSize.18000","sampleSize.19000","sampleSize.20000"
0.0648896093707216,0.0547959817835273,0.0401515266563931,0.0367936720950466,0.0324427048654813,0.0254079649838923,0.0337351182624428,0.019655155764906,0.0281916271632785,0.0297886951590611,0.0265665778924148,0.0295493583425086,0.0302455455991667,0.0309863653884225,0.0249264640209601,0.0275262656876544,0.0214970885104225,0.0243808367504313,0.0233766556738688,0.025648827892298
0.0677083684460037,0.0573268361723081,0.0457764207918894,0.0382116167023124,0.0407210562241638,0.0325500442443619,0.0346605056749422,0.0218804972469525,0.0304326255091066,0.0341413985828367,0.0318835457047149,0.032442151120959,0.0314096567461133,0.0332965877581574,0.0319619098722372,0.0306283026076408,0.0278026807945199,0.0265890709990235,0.0259286839290612,0.0257532734275439
0.0763604396524719,0.0602222297278467,0.0465513272522551,0.0403663417713763,0.0412994032694253,0.0330692131402929,0.0358430589546184,0.0278500427658784,0.0317005558051889,0.0359139595833783,0.0328262018522601,0.0336874778350173,0.0316336331568068,0.0354181036358049,0.0333127659471153,0.0350008172973135,0.030927711728364,0.0274102478552666,0.0266541013840829,0.0283595628159301
0.0765890900209597,0.0606682444346181,0.0473207212770697,0.0424829307707314,0.0436196934960705,0.0367801078991789,0.036201919711851,0.0327413812562142,0.03197632683864,0.0386262248855639,0.0342470425100808,0.0337643235297648,0.0316585670006838,0.035982570976984,0.0338105066275695,0.0367884525161645,0.0312036168317177,0.0282398368631953,0.0271096968589549,0.0288277266112483
0.0779024096148314,0.0609715605779676,0.0481034649506218,0.0437227334783591,0.0446425965166748,0.0377262663384243,0.0365888269341419,0.0371657459760974,0.0321790577293796,0.0387338161831961,0.0369392922740808,0.0344492969457135,0.033486185745203,0.0363286297978294,0.0338875096621866,0.0369316571402663,0.0313874823429822,0.0287194664114207,0.0297761682125643,0.0289729783133945
0.0809831401995025,0.0630772239095868,0.0491191304009986,0.0448711548694232,0.0449638673252146,0.0395941371450021,0.0377226828165409,0.0379994689559697,0.0326009440931587,0.0394220019460835,0.0385521856547973,0.0353478538890499,0.0347456561466414,0.0363541757585058,0.0348664035350896,0.0370127766879521,0.0319592893148689,0.0299157856081628,0.0306281048912305,0.0294965093601234
0.0824223662715517,0.0636533425451192,0.0506580592917892,0.0474363386543906,0.0451772682807799,0.0401329413073926,0.0389647137201052,0.0397008230450133,0.0326981022898887,0.0426723331493009,0.0392864663797607,0.0368362274368052,0.0349487811196243,0.0372347328887906,0.0355650269262658,0.0372985799839844,0.0321308264372502,0.0300644793470627,0.0311451048889751,0.0321509575173845
0.0859046530986999,0.0638159919702282,0.050969773751474,0.0486973361636952,0.0452582934943242,0.0408749638660381,0.0394675302263391,0.0397051556785365,0.036032811340024,0.0427965896556112,0.0407386291835746,0.038180776378717,0.0357163333861129,0.0377606535882697,0.0373722968736815,0.0376086326561979,0.0322787010515524,0.030349032564124,0.0324065838463711,0.0336758209079451
0.086292250800661,0.0664595568892031,0.0521693849364709,0.0487035715348082,0.0464031282088956,0.0421054819091306,0.0400538378302489,0.0398606682183684,0.0367325531142494,0.044271280476857,0.0429280653615736,0.0388940591633147,0.0364004747808528,0.0388589014123575,0.0384120963556726,0.0378635616721274,0.0333684724287882,0.0313527660859491,0.0327479231787204,0.0340984479827054
0.0869346814853248,0.0672460710645017,0.0549642739951595,0.0492787057106744,0.0469921885696872,0.0422595625977469,0.0404846612288912,0.0403482130142242,0.0375845450237562,0.0446414974322411,0.0443577084728261,0.0396371763688842,0.0370430637353617,0.0391056418182015,0.0385232389828008,0.0380624241097679,0.0339105335565218,0.0318099767235852,0.0339122829704707,0.0341146234188154
